#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.415299999999985E+02  0.114936991637037E+01  0.202492672317311E-01  0.869771949241300E+00  0.153233909988430E-01
     0.415399999999985E+02  0.114927149379514E+01  0.202323130441628E-01  0.869846841349978E+00  0.153131907383809E-01
     0.415499999999985E+02  0.114917321674294E+01  0.202155062387936E-01  0.869921632035371E+00  0.153030943668489E-01
     0.415599999999985E+02  0.114907508678109E+01  0.201988454997000E-01  0.869996320099455E+00  0.152931009097269E-01
     0.415699999999985E+02  0.114897710546469E+01  0.201823294694822E-01  0.870070904353676E+00  0.152832093607072E-01
     0.415799999999985E+02  0.114887927433530E+01  0.201659567490306E-01  0.870145383619911E+00  0.152734186815233E-01
     0.415899999999985E+02  0.114878159491972E+01  0.201497258973270E-01  0.870219756731464E+00  0.152637278018046E-01
     0.415999999999985E+02  0.114868406872863E+01  0.201336354312831E-01  0.870294022534061E+00  0.152541356189604E-01
     0.416099999999985E+02  0.114858669725529E+01  0.201176838256158E-01  0.870368179886877E+00  0.152446409980918E-01
     0.416199999999985E+02  0.114848948197420E+01  0.201018695127625E-01  0.870442227663572E+00  0.152352427719356E-01
     0.416299999999985E+02  0.114839242433970E+01  0.200861908828364E-01  0.870516164753347E+00  0.152259397408373E-01
     0.416399999999985E+02  0.114829552578461E+01  0.200706462836235E-01  0.870589990062010E+00  0.152167306727584E-01
     0.416499999999985E+02  0.114819878771879E+01  0.200552340206226E-01  0.870663702513061E+00  0.152076143033149E-01
     0.416599999999985E+02  0.114810221152775E+01  0.200399523571299E-01  0.870737301048787E+00  0.151985893358519E-01
     0.416699999999985E+02  0.114800579857116E+01  0.200247995143690E-01  0.870810784631371E+00  0.151896544415518E-01
     0.416799999999985E+02  0.114790955018144E+01  0.200097736716674E-01  0.870884152244015E+00  0.151808082595796E-01
     0.416899999999985E+02  0.114781346766226E+01  0.199948729666818E-01  0.870957402892066E+00  0.151720493972651E-01
     0.416999999999985E+02  0.114771755228705E+01  0.199800954956716E-01  0.871030535604159E+00  0.151633764303227E-01
     0.417099999999985E+02  0.114762180529753E+01  0.199654393138244E-01  0.871103549433364E+00  0.151547879031104E-01
     0.417199999999985E+02  0.114752622790219E+01  0.199509024356310E-01  0.871176443458342E+00  0.151462823289290E-01
     0.417299999999985E+02  0.114743082127475E+01  0.199364828353155E-01  0.871249216784504E+00  0.151378581903608E-01
     0.417399999999985E+02  0.114733558655270E+01  0.199221784473169E-01  0.871321868545178E+00  0.151295139396510E-01
     0.417499999999985E+02  0.114724052483572E+01  0.199079871668271E-01  0.871394397902773E+00  0.151212479991304E-01
     0.417599999999985E+02  0.114714563718421E+01  0.198939068503840E-01  0.871466804049955E+00  0.151130587616816E-01
     0.417699999999985E+02  0.114705092461769E+01  0.198799353165210E-01  0.871539086210811E+00  0.151049445912487E-01
     0.417799999999985E+02  0.114695638811334E+01  0.198660703464752E-01  0.871611243642021E+00  0.150969038233911E-01
     0.417899999999985E+02  0.114686202860446E+01  0.198523096849525E-01  0.871683275634018E+00  0.150889347658825E-01
     0.417999999999985E+02  0.114676784697893E+01  0.198386510409527E-01  0.871755181512156E+00  0.150810356993553E-01
     0.418099999999985E+02  0.114667384407774E+01  0.198250920886544E-01  0.871826960637857E+00  0.150732048779910E-01
     0.418199999999985E+02  0.114658002069345E+01  0.198116304683597E-01  0.871898612409761E+00  0.150654405302568E-01
     0.418299999999985E+02  0.114648637756874E+01  0.197982637875002E-01  0.871970136264859E+00  0.150577408596895E-01
     0.418399999999985E+02  0.114639291539492E+01  0.197849896217044E-01  0.872041531679621E+00  0.150501040457258E-01
     0.418499999999985E+02  0.114629963481048E+01  0.197718055159259E-01  0.872112798171102E+00  0.150425282445805E-01
     0.418599999999985E+02  0.114620653639967E+01  0.197587089856348E-01  0.872183935298038E+00  0.150350115901718E-01
     0.418699999999984E+02  0.114611362069104E+01  0.197456975180697E-01  0.872254942661927E+00  0.150275521950947E-01
     0.418799999999984E+02  0.114602088815613E+01  0.197327685735528E-01  0.872325819908081E+00  0.150201481516416E-01
     0.418899999999984E+02  0.114592833920803E+01  0.197199195868664E-01  0.872396566726666E+00  0.150127975328700E-01
     0.418999999999984E+02  0.114583597420011E+01  0.197071479686915E-01  0.872467182853711E+00  0.150054983937192E-01
     0.419099999999984E+02  0.114574379342470E+01  0.196944511071074E-01  0.872537668072096E+00  0.149982487721717E-01
     0.419199999999984E+02  0.114565179711181E+01  0.196818263691530E-01  0.872608022212512E+00  0.149910466904636E-01
     0.419299999999984E+02  0.114555998542795E+01  0.196692711024483E-01  0.872678245154385E+00  0.149838901563396E-01
     0.419399999999984E+02  0.114546835847492E+01  0.196567826368757E-01  0.872748336826775E+00  0.149767771643553E-01
     0.419499999999984E+02  0.114537691628867E+01  0.196443582863205E-01  0.872818297209239E+00  0.149697056972233E-01
     0.419599999999984E+02  0.114528565883823E+01  0.196319953504696E-01  0.872888126332653E+00  0.149626737272045E-01
     0.419699999999984E+02  0.114519458602465E+01  0.196196911166665E-01  0.872957824279996E+00  0.149556792175422E-01
     0.419799999999984E+02  0.114510369768004E+01  0.196074428618235E-01  0.873027391187104E+00  0.149487201239402E-01
     0.419899999999984E+02  0.114501299356660E+01  0.195952478543870E-01  0.873096827243361E+00  0.149417943960803E-01
     0.419999999999984E+02  0.114492247337576E+01  0.195831033563566E-01  0.873166132692365E+00  0.149348999791821E-01
     0.420099999999984E+02  0.114483213672739E+01  0.195710066253556E-01  0.873235307832531E+00  0.149280348156005E-01
     0.420199999999984E+02  0.114474198316903E+01  0.195589549167498E-01  0.873304353017657E+00  0.149211968464614E-01
     0.420299999999984E+02  0.114465201217518E+01  0.195469454858160E-01  0.873373268657426E+00  0.149143840133336E-01
     0.420399999999984E+02  0.114456222314675E+01  0.195349755899540E-01  0.873442055217867E+00  0.149075942599344E-01
     0.420499999999984E+02  0.114447261541046E+01  0.195230424909433E-01  0.873510713221747E+00  0.149008255338692E-01
     0.420599999999984E+02  0.114438318821841E+01  0.195111434572397E-01  0.873579243248922E+00  0.148940757884007E-01
     0.420699999999984E+02  0.114429394074766E+01  0.194992757663112E-01  0.873647645936614E+00  0.148873429842475E-01
     0.420799999999984E+02  0.114420487209992E+01  0.194874367070088E-01  0.873715921979632E+00  0.148806250914102E-01
     0.420899999999984E+02  0.114411598130136E+01  0.194756235819710E-01  0.873784072130533E+00  0.148739200910207E-01
     0.420999999999984E+02  0.114402726730239E+01  0.194638337100577E-01  0.873852097199716E+00  0.148672259772151E-01
     0.421099999999984E+02  0.114393872897766E+01  0.194520644288114E-01  0.873919998055449E+00  0.148605407590263E-01
     0.421199999999984E+02  0.114385036512606E+01  0.194403130969415E-01  0.873987775623831E+00  0.148538624622935E-01
     0.421299999999984E+02  0.114376217447084E+01  0.194285770968300E-01  0.874055430888683E+00  0.148471891315870E-01
     0.421399999999984E+02  0.114367415565979E+01  0.194168538370531E-01  0.874122964891370E+00  0.148405188321455E-01
     0.421499999999984E+02  0.114358630726558E+01  0.194051407549168E-01  0.874190378730554E+00  0.148338496518225E-01
     0.421599999999984E+02  0.114349862778611E+01  0.193934353190018E-01  0.874257673561864E+00  0.148271797030389E-01
     0.421699999999984E+02  0.114341111564502E+01  0.193817350317143E-01  0.874324850597514E+00  0.148205071247402E-01
     0.421799999999984E+02  0.114332376919229E+01  0.193700374318393E-01  0.874391911105823E+00  0.148138300843536E-01
     0.421899999999984E+02  0.114323658670486E+01  0.193583400970914E-01  0.874458856410674E+00  0.148071467797432E-01
     0.421999999999984E+02  0.114314956638745E+01  0.193466406466595E-01  0.874525687890901E+00  0.148004554411592E-01
     0.422099999999984E+02  0.114306270637346E+01  0.193349367437421E-01  0.874592406979587E+00  0.147937543331788E-01
     0.422199999999984E+02  0.114297600472588E+01  0.193232260980676E-01  0.874659015163298E+00  0.147870417566352E-01
     0.422299999999984E+02  0.114288945943839E+01  0.193115064683962E-01  0.874725513981238E+00  0.147803160505310E-01
     0.422399999999984E+02  0.114280306843656E+01  0.192997756649996E-01  0.874791905024327E+00  0.147735755939339E-01
     0.422499999999984E+02  0.114271682957909E+01  0.192880315521127E-01  0.874858189934200E+00  0.147668188078498E-01
     0.422599999999984E+02  0.114263074065916E+01  0.192762720503542E-01  0.874924370402143E+00  0.147600441570715E-01
     0.422699999999984E+02  0.114254479940595E+01  0.192644951391121E-01  0.874990448167940E+00  0.147532501519984E-01
     0.422799999999984E+02  0.114245900348614E+01  0.192526988588881E-01  0.875056425018657E+00  0.147464353504251E-01
     0.422899999999984E+02  0.114237335050560E+01  0.192408813135979E-01  0.875122302787345E+00  0.147395983592942E-01
     0.422999999999984E+02  0.114228783801116E+01  0.192290406728236E-01  0.875188083351680E+00  0.147327378364117E-01
     0.423099999999984E+02  0.114220246349239E+01  0.192171751740116E-01  0.875253768632525E+00  0.147258524921200E-01
     0.423199999999984E+02  0.114211722438360E+01  0.192052831246147E-01  0.875319360592427E+00  0.147189410909261E-01
     0.423299999999984E+02  0.114203211806582E+01  0.191933629041724E-01  0.875384861234044E+00  0.147120024530827E-01
     0.423399999999984E+02  0.114194714186892E+01  0.191814129663254E-01  0.875450272598506E+00  0.147050354561171E-01
     0.423499999999984E+02  0.114186229307380E+01  0.191694318407614E-01  0.875515596763719E+00  0.146980390363069E-01
     0.423599999999984E+02  0.114177756891469E+01  0.191574181350873E-01  0.875580835842595E+00  0.146910121900977E-01
     0.423699999999983E+02  0.114169296658144E+01  0.191453705366242E-01  0.875645991981231E+00  0.146839539754620E-01
     0.423799999999983E+02  0.114160848322202E+01  0.191332878141220E-01  0.875711067357030E+00  0.146768635131941E-01
     0.423899999999983E+02  0.114152411594498E+01  0.191211688193897E-01  0.875776064176763E+00  0.146697399881403E-01
     0.423999999999983E+02  0.114143986182202E+01  0.191090124888377E-01  0.875840984674583E+00  0.146625826503615E-01
     0.424099999999983E+02  0.114135571789064E+01  0.190968178449301E-01  0.875905831109983E+00  0.146553908162241E-01
     0.424199999999983E+02  0.114127168115684E+01  0.190845839975421E-01  0.875970605765721E+00  0.146481638694198E-01
     0.424299999999983E+02  0.114118774859786E+01  0.190723101452213E-01  0.876035310945684E+00  0.146409012619090E-01
     0.424399999999983E+02  0.114110391716497E+01  0.190599955763492E-01  0.876099948972723E+00  0.146336025147881E-01
     0.424499999999983E+02  0.114102018378639E+01  0.190476396702008E-01  0.876164522186447E+00  0.146262672190780E-01
     0.424599999999983E+02  0.114093654537013E+01  0.190352418979000E-01  0.876229032940987E+00  0.146188950364315E-01
     0.424699999999983E+02  0.114085299880699E+01  0.190228018232682E-01  0.876293483602721E+00  0.146114856997593E-01
     0.424799999999983E+02  0.114076954097350E+01  0.190103191035645E-01  0.876357876547979E+00  0.146040390137716E-01
     0.424899999999983E+02  0.114068616873494E+01  0.189977934901175E-01  0.876422214160726E+00  0.145965548554363E-01
     0.424999999999983E+02  0.114060287894840E+01  0.189852248288427E-01  0.876486498830217E+00  0.145890331743496E-01
     0.425099999999983E+02  0.114051966846584E+01  0.189726130606502E-01  0.876550732948645E+00  0.145814739930214E-01
     0.425199999999983E+02  0.114043653413715E+01  0.189599582217375E-01  0.876614918908768E+00  0.145738774070730E-01
     0.425299999999983E+02  0.114035347281327E+01  0.189472604437677E-01  0.876679059101534E+00  0.145662435853466E-01
     0.425399999999983E+02  0.114027048134926E+01  0.189345199539334E-01  0.876743155913702E+00  0.145585727699267E-01
     0.425499999999983E+02  0.114018755660745E+01  0.189217370749059E-01  0.876807211725451E+00  0.145508652760734E-01
     0.425599999999983E+02  0.114010469546050E+01  0.189089122246681E-01  0.876871228908005E+00  0.145431214920672E-01
     0.425699999999983E+02  0.114002189479450E+01  0.188960459162341E-01  0.876935209821259E+00  0.145353418789662E-01
     0.425799999999983E+02  0.113993915151209E+01  0.188831387572534E-01  0.876999156811411E+00  0.145275269702748E-01
     0.425899999999983E+02  0.113985646253548E+01  0.188701914495017E-01  0.877063072208614E+00  0.145196773715265E-01
     0.425999999999983E+02  0.113977382480953E+01  0.188572047882594E-01  0.877126958324644E+00  0.145117937597795E-01
     0.426099999999983E+02  0.113969123530473E+01  0.188441796615779E-01  0.877190817450587E+00  0.145038768830274E-01
     0.426199999999983E+02  0.113960869102024E+01  0.188311170494371E-01  0.877254651854554E+00  0.144959275595265E-01
     0.426299999999983E+02  0.113952618898680E+01  0.188180180227928E-01  0.877318463779421E+00  0.144879466770388E-01
     0.426399999999983E+02  0.113944372626965E+01  0.188048837425191E-01  0.877382255440604E+00  0.144799351919949E-01
     0.426499999999983E+02  0.113936129997142E+01  0.187917154582455E-01  0.877446029023866E+00  0.144718941285767E-01
     0.426599999999983E+02  0.113927890723491E+01  0.187785145070919E-01  0.877509786683165E+00  0.144638245777223E-01
     0.426699999999983E+02  0.113919654524590E+01  0.187652823123039E-01  0.877573530538542E+00  0.144557276960547E-01
     0.426799999999983E+02  0.113911421123581E+01  0.187520203817914E-01  0.877637262674049E+00  0.144476047047371E-01
     0.426899999999983E+02  0.113903190248441E+01  0.187387303065722E-01  0.877700985135739E+00  0.144394568882556E-01
     0.426999999999983E+02  0.113894961632232E+01  0.187254137591252E-01  0.877764699929683E+00  0.144312855931338E-01
     0.427099999999983E+02  0.113886735013363E+01  0.187120724916551E-01  0.877828409020063E+00  0.144230922265795E-01
     0.427199999999983E+02  0.113878510135825E+01  0.186987083342724E-01  0.877892114327307E+00  0.144148782550676E-01
     0.427299999999983E+02  0.113870286749434E+01  0.186853231930923E-01  0.877955817726280E+00  0.144066452028607E-01
     0.427399999999983E+02  0.113862064610058E+01  0.186719190482554E-01  0.878019521044547E+00  0.143983946504722E-01
     0.427499999999983E+02  0.113853843479838E+01  0.186584979518752E-01  0.878083226060681E+00  0.143901282330716E-01
     0.427599999999983E+02  0.113845623127402E+01  0.186450620259146E-01  0.878146934502654E+00  0.143818476388381E-01
     0.427699999999983E+02  0.113837403328072E+01  0.186316134599963E-01  0.878210648046275E+00  0.143735546072634E-01
     0.427799999999983E+02  0.113829183864054E+01  0.186181545091510E-01  0.878274368313709E+00  0.143652509274077E-01
     0.427899999999983E+02  0.113820964524631E+01  0.186046874915071E-01  0.878338096872056E+00  0.143569384361116E-01
     0.427999999999983E+02  0.113812745106337E+01  0.185912147859261E-01  0.878401835232005E+00  0.143486190161673E-01
     0.428099999999983E+02  0.113804525413128E+01  0.185777388295879E-01  0.878465584846557E+00  0.143402945944520E-01
     0.428199999999983E+02  0.113796305256541E+01  0.185642621155301E-01  0.878529347109816E+00  0.143319671400269E-01
     0.428299999999983E+02  0.113788084455842E+01  0.185507871901452E-01  0.878593123355865E+00  0.143236386622052E-01
     0.428399999999983E+02  0.113779862838169E+01  0.185373166506412E-01  0.878656914857697E+00  0.143153112085917E-01
     0.428499999999983E+02  0.113771640238662E+01  0.185238531424670E-01  0.878720722826236E+00  0.143069868630972E-01
     0.428599999999983E+02  0.113763416500584E+01  0.185103993567101E-01  0.878784548409424E+00  0.142986677439324E-01
     0.428699999999982E+02  0.113755191475432E+01  0.184969580274681E-01  0.878848392691384E+00  0.142903560015819E-01
     0.428799999999982E+02  0.113746965023039E+01  0.184835319292002E-01  0.878912256691658E+00  0.142820538167636E-01
     0.428899999999982E+02  0.113738737011667E+01  0.184701238740600E-01  0.878976141364516E+00  0.142737633983755E-01
     0.428999999999982E+02  0.113730507318088E+01  0.184567367092170E-01  0.879040047598344E+00  0.142654869814336E-01
     0.429099999999982E+02  0.113722275827657E+01  0.184433733141681E-01  0.879103976215102E+00  0.142572268250030E-01
     0.429199999999982E+02  0.113714042434379E+01  0.184300365980439E-01  0.879167927969856E+00  0.142489852101258E-01
     0.429299999999982E+02  0.113705807040956E+01  0.184167294969136E-01  0.879231903550380E+00  0.142407644377488E-01
     0.429399999999982E+02  0.113697569558838E+01  0.184034549710923E-01  0.879295903576833E+00  0.142325668266532E-01
     0.429499999999982E+02  0.113689329908254E+01  0.183902160024537E-01  0.879359928601504E+00  0.142243947113895E-01
     0.429599999999982E+02  0.113681088018242E+01  0.183770155917523E-01  0.879423979108630E+00  0.142162504402200E-01
     0.429699999999982E+02  0.113672843826661E+01  0.183638567559584E-01  0.879488055514275E+00  0.142081363730715E-01
     0.429799999999982E+02  0.113664597280205E+01  0.183507425256083E-01  0.879552158166285E+00  0.142000548795007E-01
     0.429899999999982E+02  0.113656348334400E+01  0.183376759421742E-01  0.879616287344302E+00  0.141920083366749E-01
     0.429999999999982E+02  0.113648096953595E+01  0.183246600554562E-01  0.879680443259847E+00  0.141839991273693E-01
     0.430099999999982E+02  0.113639843110947E+01  0.183116979209978E-01  0.879744626056463E+00  0.141760296379847E-01
     0.430199999999982E+02  0.113631586788393E+01  0.182987925975311E-01  0.879808835809923E+00  0.141681022565862E-01
     0.430299999999982E+02  0.113623327976622E+01  0.182859471444506E-01  0.879873072528490E+00  0.141602193709655E-01
     0.430399999999982E+02  0.113615066675029E+01  0.182731646193202E-01  0.879937336153247E+00  0.141523833667286E-01
     0.430499999999982E+02  0.113606802891670E+01  0.182604480754158E-01  0.880001626558471E+00  0.141445966254109E-01
     0.430599999999982E+02  0.113598536643209E+01  0.182478005593038E-01  0.880065943552072E+00  0.141368615226205E-01
     0.430699999999982E+02  0.113590267954850E+01  0.182352251084602E-01  0.880130286876077E+00  0.141291804262124E-01
     0.430799999999982E+02  0.113581996860277E+01  0.182227247489303E-01  0.880194656207170E+00  0.141215556944942E-01
     0.430899999999982E+02  0.113573723401569E+01  0.182103024930310E-01  0.880259051157280E+00  0.141139896744647E-01
     0.430999999999982E+02  0.113565447629127E+01  0.181979613370984E-01  0.880323471274213E+00  0.141064847000873E-01
     0.431099999999982E+02  0.113557169601581E+01  0.181857042592809E-01  0.880387916042332E+00  0.140990430905981E-01
     0.431199999999982E+02  0.113548889385702E+01  0.181735342173799E-01  0.880452384883283E+00  0.140916671488510E-01
     0.431299999999982E+02  0.113540607056297E+01  0.181614541467393E-01  0.880516877156757E+00  0.140843591596999E-01
     0.431399999999982E+02  0.113532322696114E+01  0.181494669581841E-01  0.880581392161294E+00  0.140771213884186E-01
     0.431499999999982E+02  0.113524036395724E+01  0.181375755360108E-01  0.880645929135127E+00  0.140699560791607E-01
     0.431599999999982E+02  0.113515748253415E+01  0.181257827360282E-01  0.880710487257054E+00  0.140628654534572E-01
     0.431699999999982E+02  0.113507458375070E+01  0.181140913836510E-01  0.880775065647358E+00  0.140558517087557E-01
     0.431799999999982E+02  0.113499166874047E+01  0.181025042720461E-01  0.880839663368741E+00  0.140489170169992E-01
     0.431899999999982E+02  0.113490873871052E+01  0.180910241603321E-01  0.880904279427304E+00  0.140420635232453E-01
     0.431999999999982E+02  0.113482579494010E+01  0.180796537718329E-01  0.880968912773541E+00  0.140352933443273E-01
     0.432099999999982E+02  0.113474283877931E+01  0.180683957923844E-01  0.881033562303378E+00  0.140286085675555E-01
     0.432199999999982E+02  0.113465987164776E+01  0.180572528686961E-01  0.881098226859214E+00  0.140220112494608E-01
     0.432299999999982E+02  0.113457689503312E+01  0.180462276067667E-01  0.881162905231006E+00  0.140155034145785E-01
     0.432399999999982E+02  0.113449391048976E+01  0.180353225703531E-01  0.881227596157361E+00  0.140090870542740E-01
     0.432499999999982E+02  0.113441091963728E+01  0.180245402794945E-01  0.881292298326656E+00  0.140027641256100E-01
     0.432599999999982E+02  0.113432792415900E+01  0.180138832090894E-01  0.881357010378170E+00  0.139965365502535E-01
     0.432699999999982E+02  0.113424492580052E+01  0.180033537875265E-01  0.881421730903240E+00  0.139904062134248E-01
     0.432799999999982E+02  0.113416192636816E+01  0.179929543953692E-01  0.881486458446426E+00  0.139843749628865E-01
     0.432899999999982E+02  0.113407892772747E+01  0.179826873640919E-01  0.881551191506690E+00  0.139784446079727E-01
     0.432999999999982E+02  0.113399593180164E+01  0.179725549748694E-01  0.881615928538593E+00  0.139726169186576E-01
     0.433099999999982E+02  0.113391294056995E+01  0.179625594574178E-01  0.881680667953498E+00  0.139668936246641E-01
     0.433199999999982E+02  0.113382995606622E+01  0.179527029888865E-01  0.881745408120783E+00  0.139612764146111E-01
     0.433299999999982E+02  0.113374698037718E+01  0.179429876928009E-01  0.881810147369066E+00  0.139557669351994E-01
     0.433399999999982E+02  0.113366401564090E+01  0.179334156380549E-01  0.881874883987432E+00  0.139503667904351E-01
     0.433499999999982E+02  0.113358106404516E+01  0.179239888379525E-01  0.881939616226672E+00  0.139450775408905E-01
     0.433599999999982E+02  0.113349812782588E+01  0.179147092492977E-01  0.882004342300528E+00  0.139399007030026E-01
     0.433699999999982E+02  0.113341520926545E+01  0.179055787715329E-01  0.882069060386929E+00  0.139348377484064E-01
     0.433799999999981E+02  0.113333231069115E+01  0.178965992459228E-01  0.882133768629252E+00  0.139298901033058E-01
     0.433899999999981E+02  0.113324943447351E+01  0.178877724547854E-01  0.882198465137567E+00  0.139250591478770E-01
     0.433999999999981E+02  0.113316658302467E+01  0.178791001207678E-01  0.882263147989893E+00  0.139203462157088E-01
     0.434099999999981E+02  0.113308375879677E+01  0.178705839061668E-01  0.882327815233451E+00  0.139157525932752E-01
     0.434199999999981E+02  0.113300096428034E+01  0.178622254122923E-01  0.882392464885918E+00  0.139112795194414E-01
     0.434299999999981E+02  0.113291820200261E+01  0.178540261788742E-01  0.882457094936684E+00  0.139069281850028E-01
     0.434399999999981E+02  0.113283547452597E+01  0.178459876835108E-01  0.882521703348102E+00  0.139026997322551E-01
     0.434499999999981E+02  0.113275278444627E+01  0.178381113411580E-01  0.882586288056737E+00  0.138985952545961E-01
     0.434599999999981E+02  0.113267013439126E+01  0.178303985036595E-01  0.882650846974619E+00  0.138946157961587E-01
     0.434699999999981E+02  0.113258752701896E+01  0.178228504593152E-01  0.882715377990483E+00  0.138907623514725E-01
     0.434799999999981E+02  0.113250496501603E+01  0.178154684324895E-01  0.882779878971016E+00  0.138870358651562E-01
     0.434899999999981E+02  0.113242245109620E+01  0.178082535832562E-01  0.882844347762091E+00  0.138834372316380E-01
     0.434999999999981E+02  0.113233998799865E+01  0.178012070070811E-01  0.882908782190004E+00  0.138799672949048E-01
     0.435099999999981E+02  0.113225757848644E+01  0.177943297345407E-01  0.882973180062698E+00  0.138766268482785E-01
     0.435199999999981E+02  0.113217522534489E+01  0.177876227310761E-01  0.883037539170996E+00  0.138734166342199E-01
     0.435299999999981E+02  0.113209293138006E+01  0.177810868967824E-01  0.883101857289811E+00  0.138703373441598E-01
     0.435399999999981E+02  0.113201069941713E+01  0.177747230662316E-01  0.883166132179367E+00  0.138673896183544E-01
     0.435499999999981E+02  0.113192853229886E+01  0.177685320083289E-01  0.883230361586398E+00  0.138645740457686E-01
     0.435599999999981E+02  0.113184643288407E+01  0.177625144262028E-01  0.883294543245359E+00  0.138618911639834E-01
     0.435699999999981E+02  0.113176440404604E+01  0.177566709571260E-01  0.883358674879615E+00  0.138593414591276E-01
     0.435799999999981E+02  0.113168244867101E+01  0.177510021724693E-01  0.883422754202633E+00  0.138569253658351E-01
     0.435899999999981E+02  0.113160056965667E+01  0.177455085776860E-01  0.883486778919160E+00  0.138546432672253E-01
     0.435999999999981E+02  0.113151876991061E+01  0.177401906123267E-01  0.883550746726403E+00  0.138524954949074E-01
     0.436099999999981E+02  0.113143705234885E+01  0.177350486500849E-01  0.883614655315197E+00  0.138504823290084E-01
     0.436199999999981E+02  0.113135541989430E+01  0.177300829988718E-01  0.883678502371164E+00  0.138486039982230E-01
     0.436299999999981E+02  0.113127387547534E+01  0.177252939009206E-01  0.883742285575864E+00  0.138468606798876E-01
     0.436399999999981E+02  0.113119242202430E+01  0.177206815329198E-01  0.883806002607951E+00  0.138452525000755E-01
     0.436499999999981E+02  0.113111106247600E+01  0.177162460061746E-01  0.883869651144302E+00  0.138437795337152E-01
     0.436599999999981E+02  0.113102979976632E+01  0.177119873667971E-01  0.883933228861152E+00  0.138424418047301E-01
     0.436699999999981E+02  0.113094863683074E+01  0.177079055959240E-01  0.883996733435220E+00  0.138412392862001E-01
     0.436799999999981E+02  0.113086757660291E+01  0.177040006099622E-01  0.884060162544818E+00  0.138401719005448E-01
     0.436899999999981E+02  0.113078662201323E+01  0.177002722608618E-01  0.884123513870963E+00  0.138392395197285E-01
     0.436999999999981E+02  0.113070577598748E+01  0.176967203364158E-01  0.884186785098474E+00  0.138384419654858E-01
     0.437099999999981E+02  0.113062504144535E+01  0.176933445605876E-01  0.884249973917062E+00  0.138377790095686E-01
     0.437199999999981E+02  0.113054442129914E+01  0.176901445938645E-01  0.884313078022408E+00  0.138372503740148E-01
     0.437299999999981E+02  0.113046391845231E+01  0.176871200336386E-01  0.884376095117242E+00  0.138368557314367E-01
     0.437399999999981E+02  0.113038353579819E+01  0.176842704146132E-01  0.884439022912401E+00  0.138365947053316E-01
     0.437499999999981E+02  0.113030327621858E+01  0.176815952092368E-01  0.884501859127883E+00  0.138364668704121E-01
     0.437599999999981E+02  0.113022314258246E+01  0.176790938281624E-01  0.884564601493894E+00  0.138364717529580E-01
     0.437699999999981E+02  0.113014313774463E+01  0.176767656207333E-01  0.884627247751879E+00  0.138366088311884E-01
     0.437799999999981E+02  0.113006326454444E+01  0.176746098754950E-01  0.884689795655547E+00  0.138368775356543E-01
     0.437899999999981E+02  0.112998352580448E+01  0.176726258207329E-01  0.884752242971884E+00  0.138372772496524E-01
     0.437999999999981E+02  0.112990392432929E+01  0.176708126250363E-01  0.884814587482156E+00  0.138378073096588E-01
     0.438099999999981E+02  0.112982446290413E+01  0.176691693978876E-01  0.884876826982901E+00  0.138384670057837E-01
     0.438199999999981E+02  0.112974514429371E+01  0.176676951902776E-01  0.884938959286907E+00  0.138392555822465E-01
     0.438299999999981E+02  0.112966597124096E+01  0.176663889953468E-01  0.885000982224180E+00  0.138401722378706E-01
     0.438399999999981E+02  0.112958694646583E+01  0.176652497490510E-01  0.885062893642900E+00  0.138412161265999E-01
     0.438499999999981E+02  0.112950807266407E+01  0.176642763308541E-01  0.885124691410362E+00  0.138423863580342E-01
     0.438599999999981E+02  0.112942935250606E+01  0.176634675644446E-01  0.885186373413908E+00  0.138436819979858E-01
     0.438699999999981E+02  0.112935078863566E+01  0.176628222184781E-01  0.885247937561841E+00  0.138451020690556E-01
     0.438799999999980E+02  0.112927238366906E+01  0.176623390073453E-01  0.885309381784322E+00  0.138466455512300E-01
     0.438899999999980E+02  0.112919414019362E+01  0.176620165919634E-01  0.885370704034265E+00  0.138483113824964E-01
     0.438999999999980E+02  0.112911606076683E+01  0.176618535805937E-01  0.885431902288198E+00  0.138500984594799E-01
     0.439099999999980E+02  0.112903814791517E+01  0.176618485296828E-01  0.885492974547127E+00  0.138520056380988E-01
     0.439199999999980E+02  0.112896040413309E+01  0.176619999447285E-01  0.885553918837369E+00  0.138540317342396E-01
     0.439299999999980E+02  0.112888283188191E+01  0.176623062811690E-01  0.885614733211376E+00  0.138561755244510E-01
     0.439399999999980E+02  0.112880543358888E+01  0.176627659452967E-01  0.885675415748536E+00  0.138584357466578E-01
     0.439499999999980E+02  0.112872821164612E+01  0.176633772951941E-01  0.885735964555964E+00  0.138608111008921E-01
     0.439599999999980E+02  0.112865116840970E+01  0.176641386416940E-01  0.885796377769260E+00  0.138633002500440E-01
     0.439699999999980E+02  0.112857430619863E+01  0.176650482493607E-01  0.885856653553269E+00  0.138659018206299E-01
     0.439799999999980E+02  0.112849762729401E+01  0.176661043374944E-01  0.885916790102793E+00  0.138686144035787E-01
     0.439899999999980E+02  0.112842113393811E+01  0.176673050811566E-01  0.885976785643309E+00  0.138714365550347E-01
     0.439999999999980E+02  0.112834482833349E+01  0.176686486122163E-01  0.886036638431648E+00  0.138743667971784E-01
     0.440099999999980E+02  0.112826871264218E+01  0.176701330204174E-01  0.886096346756656E+00  0.138774036190629E-01
