# final state angular momentum:   1
# broadening parameter (in eV):   0.800000000000    
# absorbing atom type:   1
# Energy (eV)   sigma
   15.34534535    0.07266152
   15.38538539    0.07060433
   15.42542543    0.06856081
   15.46546547    0.06653514
   15.50550551    0.06453157
   15.54554555    0.06255414
   15.58558559    0.06060713
   15.62562563    0.05869502
   15.66566567    0.05682252
   15.70570571    0.05499420
   15.74574575    0.05321467
   15.78578579    0.05148817
   15.82582583    0.04981848
   15.86586587    0.04820883
   15.90590591    0.04666162
   15.94594595    0.04517871
   15.98598599    0.04376115
   16.02602603    0.04240931
   16.06606607    0.04112301
   16.10610611    0.03990152
   16.14614615    0.03874365
   16.18618619    0.03764788
   16.22622623    0.03661246
   16.26626627    0.03563542
   16.30630631    0.03471471
   16.34634635    0.03384812
   16.38638639    0.03303352
   16.42642643    0.03226874
   16.46646647    0.03155168
   16.50650651    0.03088027
   16.54654655    0.03025258
   16.58658659    0.02966671
   16.62662663    0.02912091
   16.66666667    0.02861353
   16.70670671    0.02814302
   16.74674675    0.02770795
   16.78678679    0.02730698
   16.82682683    0.02693893
   16.86686687    0.02660266
   16.90690691    0.02629718
   16.94694695    0.02602161
   16.98698699    0.02577515
   17.02702703    0.02555711
   17.06706707    0.02536690
   17.10710711    0.02520400
   17.14714715    0.02506802
   17.18718719    0.02495862
   17.22722723    0.02487551
   17.26726727    0.02481854
   17.30730731    0.02478754
   17.34734735    0.02478245
   17.38738739    0.02480320
   17.42742743    0.02484978
   17.46746747    0.02492217
   17.50750751    0.02502035
   17.54754755    0.02514421
   17.58758759    0.02529364
   17.62762763    0.02546835
   17.66766767    0.02566796
   17.70770771    0.02589190
   17.74774775    0.02613934
   17.78778779    0.02640918
   17.82782783    0.02670003
   17.86786787    0.02701011
   17.90790791    0.02733732
   17.94794795    0.02767914
   17.98798799    0.02803269
   18.02802803    0.02839482
   18.06806807    0.02876215
   18.10810811    0.02913122
   18.14814815    0.02949871
   18.18818819    0.02986155
   18.22822823    0.03021721
   18.26826827    0.03056386
   18.30830831    0.03090058
   18.34834835    0.03122752
   18.38838839    0.03154592
   18.42842843    0.03185806
   18.46846847    0.03216738
   18.50850851    0.03247810
   18.54854855    0.03279521
   18.58858859    0.03312423
   18.62862863    0.03347093
   18.66866867    0.03384123
   18.70870871    0.03424096
   18.74874875    0.03467584
   18.78878879    0.03515129
   18.82882883    0.03567240
   18.86886887    0.03624384
   18.90890891    0.03687004
   18.94894895    0.03755484
   18.98898899    0.03830186
   19.02902903    0.03911427
   19.06906907    0.03999473
   19.10910911    0.04094548
   19.14914915    0.04196815
   19.18918919    0.04306385
   19.22922923    0.04423293
   19.26926927    0.04547488
   19.30930931    0.04678808
   19.34934935    0.04816996
   19.38938939    0.04961639
   19.42942943    0.05112205
   19.46946947    0.05268002
   19.50950951    0.05428172
   19.54954955    0.05591715
   19.58958959    0.05757481
   19.62962963    0.05924218
   19.66966967    0.06090599
   19.70970971    0.06255256
   19.74974975    0.06416829
   19.78978979    0.06574043
   19.82982983    0.06725729
   19.86986987    0.06870878
   19.90990991    0.07008660
   19.94994995    0.07138417
   19.98998999    0.07259687
   20.03003003    0.07372156
   20.07007007    0.07475656
   20.11011011    0.07570142
   20.15015015    0.07655668
   20.19019019    0.07732375
   20.23023023    0.07800514
   20.27027027    0.07860458
   20.31031031    0.07912683
   20.35035035    0.07957806
   20.39039039    0.07996548
   20.43043043    0.08029741
   20.47047047    0.08058277
   20.51051051    0.08083069
   20.55055055    0.08104993
   20.59059059    0.08124861
   20.63063063    0.08143349
   20.67067067    0.08160983
   20.71071071    0.08178147
   20.75075075    0.08195048
   20.79079079    0.08211775
   20.83083083    0.08228302
   20.87087087    0.08244529
   20.91091091    0.08260330
   20.95095095    0.08275571
   20.99099099    0.08290120
   21.03103103    0.08303890
   21.07107107    0.08316803
   21.11111111    0.08328792
   21.15115115    0.08339789
   21.19119119    0.08349689
   21.23123123    0.08358350
   21.27127127    0.08365560
   21.31131131    0.08371034
   21.35135135    0.08374426
   21.39139139    0.08375313
   21.43143143    0.08373228
   21.47147147    0.08367688
   21.51151151    0.08358220
   21.55155155    0.08344384
   21.59159159    0.08325807
   21.63163163    0.08302215
   21.67167167    0.08273448
   21.71171171    0.08239469
   21.75175175    0.08200382
   21.79179179    0.08156430
   21.83183183    0.08107967
   21.87187187    0.08055482
   21.91191191    0.07999570
   21.95195195    0.07940943
   21.99199199    0.07880392
   22.03203203    0.07818771
   22.07207207    0.07757007
   22.11211211    0.07696053
   22.15215215    0.07636870
   22.19219219    0.07580405
   22.23223223    0.07527548
   22.27227227    0.07479102
   22.31231231    0.07435779
   22.35235235    0.07398144
   22.39239239    0.07366639
   22.43243243    0.07341535
   22.47247247    0.07322923
   22.51251251    0.07310758
   22.55255255    0.07304837
   22.59259259    0.07304818
   22.63263263    0.07310246
   22.67267267    0.07320570
   22.71271271    0.07335174
   22.75275275    0.07353430
   22.79279279    0.07374691
   22.83283283    0.07398360
   22.87287287    0.07423886
   22.91291291    0.07450776
   22.95295295    0.07478644
   22.99299299    0.07507181
   23.03303303    0.07536142
   23.07307307    0.07565327
   23.11311311    0.07594559
   23.15315315    0.07623641
   23.19319319    0.07652334
   23.23323323    0.07680308
   23.27327327    0.07707147
   23.31331331    0.07732323
   23.35335335    0.07755209
   23.39339339    0.07775127
   23.43343343    0.07791372
   23.47347347    0.07803257
   23.51351351    0.07810177
   23.55355355    0.07811667
   23.59359359    0.07807431
   23.63363363    0.07797360
   23.67367367    0.07781546
   23.71371371    0.07760270
   23.75375375    0.07733955
