# final state angular momentum:   1
# broadening parameter (in eV):   0.800000000000    
# absorbing atom type:   1
# Energy (eV)   sigma
   15.38538539    0.07421049
   15.42542543    0.07350090
   15.46546547    0.07274824
   15.50550551    0.07195833
   15.54554555    0.07113475
   15.58558559    0.07027914
   15.62562563    0.06939113
   15.66566567    0.06846889
   15.70570571    0.06750927
   15.74574575    0.06650852
   15.78578579    0.06546281
   15.82582583    0.06436859
   15.86586587    0.06322314
   15.90590591    0.06202505
   15.94594595    0.06077434
   15.98598599    0.05947273
   16.02602603    0.05812369
   16.06606607    0.05673241
   16.10610611    0.05530573
   16.14614615    0.05385172
   16.18618619    0.05237953
   16.22622623    0.05089898
   16.26626627    0.04942014
   16.30630631    0.04795295
   16.34634635    0.04650694
   16.38638639    0.04509075
   16.42642643    0.04371222
   16.46646647    0.04237796
   16.50650651    0.04109346
   16.54654655    0.03986316
   16.58658659    0.03869030
   16.62662663    0.03757720
   16.66666667    0.03652529
   16.70670671    0.03553525
   16.74674675    0.03460712
   16.78678679    0.03374050
   16.82682683    0.03293447
   16.86686687    0.03218793
   16.90690691    0.03149940
   16.94694695    0.03086733
   16.98698699    0.03029005
   17.02702703    0.02976571
   17.06706707    0.02929244
   17.10710711    0.02886826
   17.14714715    0.02849109
   17.18718719    0.02815874
   17.22722723    0.02786891
   17.26726727    0.02761904
   17.30730731    0.02740643
   17.34734735    0.02722806
   17.38738739    0.02708066
   17.42742743    0.02696068
   17.46746747    0.02686423
   17.50750751    0.02678715
   17.54754755    0.02672511
   17.58758759    0.02667360
   17.62762763    0.02662816
   17.66766767    0.02658453
   17.70770771    0.02653878
   17.74774775    0.02648759
   17.78778779    0.02642835
   17.82782783    0.02635941
   17.86786787    0.02628013
   17.90790791    0.02619088
   17.94794795    0.02609307
   17.98798799    0.02598902
   18.02802803    0.02588178
   18.06806807    0.02577498
   18.10810811    0.02567264
   18.14814815    0.02557893
   18.18818819    0.02549804
   18.22822823    0.02543398
   18.26826827    0.02539060
   18.30830831    0.02537145
   18.34834835    0.02537971
   18.38838839    0.02541826
   18.42842843    0.02548968
   18.46846847    0.02559623
   18.50850851    0.02573992
   18.54854855    0.02592254
   18.58858859    0.02614567
   18.62862863    0.02641072
   18.66866867    0.02671883
   18.70870871    0.02707109
   18.74874875    0.02746834
   18.78878879    0.02791115
   18.82882883    0.02839984
   18.86886887    0.02893442
   18.90890891    0.02951444
   18.94894895    0.03013897
   18.98898899    0.03080648
   19.02902903    0.03151478
   19.06906907    0.03226083
   19.10910911    0.03304066
   19.14914915    0.03384950
   19.18918919    0.03468161
   19.22922923    0.03553025
   19.26926927    0.03638797
   19.30930931    0.03724682
   19.34934935    0.03809851
   19.38938939    0.03893491
   19.42942943    0.03974849
   19.46946947    0.04053277
   19.50950951    0.04128275
   19.54954955    0.04199525
   19.58958959    0.04266927
   19.62962963    0.04330592
   19.66966967    0.04390829
   19.70970971    0.04448123
   19.74974975    0.04503082
   19.78978979    0.04556381
   19.82982983    0.04608701
   19.86986987    0.04660679
   19.90990991    0.04712822
   19.94994995    0.04765499
   19.98998999    0.04818884
   20.03003003    0.04872950
   20.07007007    0.04927464
   20.11011011    0.04982002
   20.15015015    0.05035980
   20.19019019    0.05088689
   20.23023023    0.05139353
   20.27027027    0.05187185
   20.31031031    0.05231454
   20.35035035    0.05271511
   20.39039039    0.05306871
   20.43043043    0.05337218
   20.47047047    0.05362439
   20.51051051    0.05382612
   20.55055055    0.05397997
   20.59059059    0.05409015
   20.63063063    0.05416205
   20.67067067    0.05420197
   20.71071071    0.05421658
   20.75075075    0.05421280
   20.79079079    0.05419701
   20.83083083    0.05417512
   20.87087087    0.05415201
   20.91091091    0.05413158
   20.95095095    0.05411641
   20.99099099    0.05410783
   21.03103103    0.05410594
   21.07107107    0.05410986
   21.11111111    0.05411792
   21.15115115    0.05412781
   21.19119119    0.05413725
   21.23123123    0.05414383
   21.27127127    0.05414563
   21.31131131    0.05414129
   21.35135135    0.05413036
   21.39139139    0.05411312
   21.43143143    0.05409081
   21.47147147    0.05406542
   21.51151151    0.05403971
   21.55155155    0.05401695
   21.59159159    0.05400056
   21.63163163    0.05399423
   21.67167167    0.05400126
   21.71171171    0.05402455
   21.75175175    0.05406648
   21.79179179    0.05412885
   21.83183183    0.05421266
   21.87187187    0.05431836
   21.91191191    0.05444578
   21.95195195    0.05459447
   21.99199199    0.05476365
   22.03203203    0.05495217
   22.07207207    0.05515886
   22.11211211    0.05538222
   22.15215215    0.05562025
   22.19219219    0.05587058
   22.23223223    0.05613026
   22.27227227    0.05639563
   22.31231231    0.05666248
   22.35235235    0.05692605
   22.39239239    0.05718154
   22.43243243    0.05742425
   22.47247247    0.05764998
   22.51251251    0.05785563
   22.55255255    0.05803944
   22.59259259    0.05820123
   22.63263263    0.05834259
   22.67267267    0.05846694
   22.71271271    0.05857914
   22.75275275    0.05868529
   22.79279279    0.05879213
   22.83283283    0.05890661
   22.87287287    0.05903517
   22.91291291    0.05918313
   22.95295295    0.05935420
   22.99299299    0.05954999
   23.03303303    0.05976972
   23.07307307    0.06000997
   23.11311311    0.06026478
   23.15315315    0.06052580
   23.19319319    0.06078258
   23.23323323    0.06102320
   23.27327327    0.06123492
   23.31331331    0.06140483
   23.35335335    0.06152072
   23.39339339    0.06157172
   23.43343343    0.06154891
   23.47347347    0.06144584
   23.51351351    0.06125875
   23.55355355    0.06098652
   23.59359359    0.06063063
   23.63363363    0.06019484
   23.67367367    0.05968466
   23.71371371    0.05910689
   23.75375375    0.05846904
   23.79379379    0.05777883
   23.83383383    0.05704368
   23.87387387    0.05627038
   23.91391391    0.05546492
   23.95395395    0.05463241
   23.99399399    0.05377694
   24.03403403    0.05290203
   24.07407407    0.05201081
   24.11411411    0.05110621
   24.15415415    0.05019136
   24.19419419    0.04926981
   24.23423423    0.04834567
   24.27427427    0.04742375
   24.31431431    0.04650941
   24.35435435    0.04560850
   24.39439439    0.04472717
   24.43443443    0.04387137
   24.47447447    0.04304674
   24.51451451    0.04225833
   24.55455455    0.04151016
   24.59459459    0.04080510
   24.63463463    0.04014471
   24.67467467    0.03952914
   24.71471471    0.03895707
   24.75475475    0.03842578
   24.79479479    0.03793120
   24.83483483    0.03746821
   24.87487487    0.03703072
   24.91491491    0.03661206
   24.95495495    0.03620540
   24.99499499    0.03580401
   25.03503504    0.03540171
   25.07507508    0.03499329
   25.11511512    0.03457482
   25.15515516    0.03414386
   25.19519520    0.03369958
   25.23523524    0.03324279
   25.27527528    0.03277589
   25.31531532    0.03230252
   25.35535536    0.03182738
   25.39539540    0.03135590
   25.43543544    0.03089383
   25.47547548    0.03044700
   25.51551552    0.03002098
   25.55555556    0.02962093
   25.59559560    0.02925132
   25.63563564    0.02891585
   25.67567568    0.02861741
   25.71571572    0.02835796
   25.75575576    0.02813854
   25.79579580    0.02795922
   25.83583584    0.02781916
   25.87587588    0.02771654
   25.91591592    0.02764861
   25.95595596    0.02761165
   25.99599600    0.02760105
   26.03603604    0.02761129
   26.07607608    0.02763603
   26.11611612    0.02766825
   26.15615616    0.02770032
   26.19619620    0.02772430
   26.23623624    0.02773219
   26.27627628    0.02771620
   26.31631632    0.02766918
   26.35635636    0.02758484
   26.39639640    0.02745820
