#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.244999999999999E+01  0.150140247560071E+00  0.140408100203376E-01  0.660269467643072E+01  0.617470552237940E+00
     0.245999999999999E+01  0.149878987146856E+00  0.141175980449564E-01  0.661337300095620E+01  0.622935499673381E+00
     0.246999999999999E+01  0.149616314414134E+00  0.141954762389843E-01  0.662413223718816E+01  0.628492368262828E+00
     0.247999999999999E+01  0.149352228079499E+00  0.142744514975811E-01  0.663497275031126E+01  0.634142509488892E+00
     0.248999999999999E+01  0.149086726835592E+00  0.143545311918981E-01  0.664589490009298E+01  0.639887317042407E+00
     0.249999999999999E+01  0.148819809370552E+00  0.144357231691112E-01  0.665689903956749E+01  0.645728227353409E+00
     0.250999999999999E+01  0.148551474388436E+00  0.145180357523197E-01  0.666798551368544E+01  0.651666720119545E+00
     0.251999999999999E+01  0.148281720629656E+00  0.146014777403002E-01  0.667915465792635E+01  0.657704318830446E+00
     0.252999999999999E+01  0.148010546891485E+00  0.146860584071068E-01  0.669040679687007E+01  0.663842591286250E+00
     0.253999999999999E+01  0.147737952048664E+00  0.147717875015001E-01  0.670174224272533E+01  0.670083150108623E+00
     0.254999999999999E+01  0.147463935074185E+00  0.148586752461888E-01  0.671316129381008E+01  0.676427653241642E+00
     0.255999999999999E+01  0.147188495060255E+00  0.149467323368608E-01  0.672466423298266E+01  0.682877804440531E+00
     0.256999999999999E+01  0.146911631239512E+00  0.150359699409793E-01  0.673625132601939E+01  0.689435353745282E+00
     0.257999999999999E+01  0.146633343006533E+00  0.151263996963154E-01  0.674792281993524E+01  0.696102097936080E+00
     0.258999999999999E+01  0.146353629939647E+00  0.152180337091845E-01  0.675967894124591E+01  0.702879880967527E+00
     0.259999999999999E+01  0.146072491823138E+00  0.153108845523509E-01  0.677151989416633E+01  0.709770594377613E+00
     0.260999999999999E+01  0.145789928669835E+00  0.154049652625617E-01  0.678344585874413E+01  0.716776177667773E+00
     0.261999999999999E+01  0.145505940744137E+00  0.155002893376657E-01  0.679545698892459E+01  0.723898618649616E+00
     0.262999999999999E+01  0.145220528585533E+00  0.155968707332697E-01  0.680755341054354E+01  0.731139953753444E+00
     0.263999999999999E+01  0.144933693032599E+00  0.156947238588829E-01  0.681973521924714E+01  0.738502268293872E+00
     0.264999999999999E+01  0.144645435247563E+00  0.157938635734905E-01  0.683200247833384E+01  0.745987696686550E+00
     0.265999999999999E+01  0.144355756741418E+00  0.158943051804996E-01  0.684435521651770E+01  0.753598422610496E+00
     0.266999999999999E+01  0.144064659399629E+00  0.159960644219910E-01  0.685679342561014E+01  0.761336679109426E+00
     0.267999999999999E+01  0.143772145508464E+00  0.160991574722079E-01  0.686931705811799E+01  0.769204748625353E+00
     0.268999999999999E+01  0.143478217781963E+00  0.162036009302079E-01  0.688192602475578E+01  0.777204962956913E+00
     0.269999999999999E+01  0.143182879389565E+00  0.163094118115999E-01  0.689462019187136E+01  0.785339703134908E+00
     0.270999999999998E+01  0.142886133984384E+00  0.164166075392802E-01  0.690739937878361E+01  0.793611399206525E+00
     0.271999999999998E+01  0.142587985732203E+00  0.165252059330790E-01  0.692026335503007E+01  0.802022529919114E+00
     0.272999999999998E+01  0.142288439341116E+00  0.166352251982243E-01  0.693321183752612E+01  0.810575622294523E+00
     0.273999999999998E+01  0.141987500091878E+00  0.167466839125189E-01  0.694624448763390E+01  0.819273251083430E+00
     0.274999999999998E+01  0.141685173868926E+00  0.168596010121290E-01  0.695936090814313E+01  0.828118038089476E+00
     0.275999999999998E+01  0.141381467192075E+00  0.169739957758696E-01  0.697256064016353E+01  0.837112651351553E+00
     0.276999999999998E+01  0.141076387248860E+00  0.170898878078697E-01  0.698584315993207E+01  0.846259804172702E+00
     0.277999999999998E+01  0.140769941927502E+00  0.172072970184955E-01  0.699920787553729E+01  0.855562253983093E+00
     0.278999999999998E+01  0.140462139850464E+00  0.173262436034010E-01  0.701265412356388E+01  0.865022801023921E+00
     0.279999999999998E+01  0.140152990408568E+00  0.174467480205717E-01  0.702618116566206E+01  0.874644286838553E+00
     0.280999999999998E+01  0.139842503795578E+00  0.175688309652212E-01  0.703978818504859E+01  0.884429592557040E+00
     0.281999999999998E+01  0.139530691043238E+00  0.176925133423953E-01  0.705347428294424E+01  0.894381636958724E+00
     0.282999999999998E+01  0.139217564056648E+00  0.178178162371316E-01  0.706723847495672E+01  0.904503374297848E+00
     0.283999999999998E+01  0.138903135649910E+00  0.179447608820209E-01  0.708107968741891E+01  0.914797791876553E+00
     0.284999999999998E+01  0.138587419581925E+00  0.180733686220080E-01  0.709499675369246E+01  0.925267907348772E+00
     0.285999999999998E+01  0.138270430592236E+00  0.182036608762709E-01  0.710898841044959E+01  0.935916765738567E+00
     0.286999999999998E+01  0.137952184436765E+00  0.183356590970094E-01  0.712305329394835E+01  0.946747436156291E+00
     0.287999999999998E+01  0.137632697923309E+00  0.184693847249760E-01  0.713718993631623E+01  0.957763008195212E+00
     0.288999999999998E+01  0.137311988946600E+00  0.186048591415770E-01  0.715139676186180E+01  0.968966587991902E+00
     0.289999999999998E+01  0.136990076522752E+00  0.187421036173753E-01  0.716567208343449E+01  0.980361293933272E+00
     0.290999999999998E+01  0.136666980822864E+00  0.188811392568251E-01  0.718001409885614E+01  0.991950251993794E+00
     0.291999999999998E+01  0.136342723205546E+00  0.190219869390717E-01  0.719442088744926E+01  0.100373659068647E+01
     0.292999999999998E+01  0.136017326248112E+00  0.191646672546552E-01  0.720889040669072E+01  0.101572343561209E+01
     0.293999999999998E+01  0.135690813776119E+00  0.193092004379641E-01  0.722342048902259E+01  0.102791390359236E+01
     0.294999999999998E+01  0.135363210890961E+00  0.194556062952907E-01  0.723800883885333E+01  0.104031109637314E+01
     0.295999999999998E+01  0.135034543995159E+00  0.196039041283544E-01  0.725265302978736E+01  0.105291809388617E+01
     0.296999999999998E+01  0.134704840814965E+00  0.197541126531734E-01  0.726735050212300E+01  0.106573794705888E+01
     0.297999999999998E+01  0.134374130419866E+00  0.199062499141800E-01  0.728209856066308E+01  0.107877367016485E+01
     0.298999999999998E+01  0.134042443238555E+00  0.200603331934994E-01  0.729689437288478E+01  0.109202823270932E+01
     0.299999999999998E+01  0.133709811070894E+00  0.202163789153327E-01  0.731173496751916E+01  0.110550455084766E+01
     0.300999999999998E+01  0.133376267095342E+00  0.203744025454185E-01  0.732661723359491E+01  0.111920547833863E+01
     0.301999999999998E+01  0.133041845871337E+00  0.205344184855761E-01  0.734153792000201E+01  0.113313379703736E+01
     0.302999999999998E+01  0.132706583336018E+00  0.206964399633742E-01  0.735649363563768E+01  0.114729220693904E+01
     0.303999999999998E+01  0.132370516794734E+00  0.208604789170142E-01  0.737148085019474E+01  0.116168331578788E+01
     0.304999999999998E+01  0.132033684904640E+00  0.210265458755616E-01  0.738649589566191E+01  0.117630962827370E+01
     0.305999999999998E+01  0.131696127650768E+00  0.211946498347193E-01  0.740153496860181E+01  0.119117353484334E+01
     0.306999999999998E+01  0.131357886313861E+00  0.213647981283920E-01  0.741659413327794E+01  0.120627730016222E+01
     0.307999999999998E+01  0.131019003429237E+00  0.215369962963639E-01  0.743166932570320E+01  0.122162305126918E+01
     0.308999999999998E+01  0.130679522735999E+00  0.217112479484794E-01  0.744675635868128E+01  0.123721276547567E+01
     0.309999999999998E+01  0.130339489115790E+00  0.218875546258026E-01  0.746185092791566E+01  0.125304825807058E+01
     0.310999999999998E+01  0.129998948520391E+00  0.220659156593118E-01  0.747694861925675E+01  0.126913116990057E+01
     0.311999999999998E+01  0.129657947887371E+00  0.222463280267832E-01  0.749204491715910E+01  0.128546295490729E+01
     0.312999999999998E+01  0.129316535043081E+00  0.224287862086123E-01  0.750713521441500E+01  0.130204486771290E+01
     0.313999999999998E+01  0.128974758592225E+00  0.226132820434300E-01  0.752221482323108E+01  0.131887795135791E+01
     0.314999999999998E+01  0.128632667793373E+00  0.227998045844740E-01  0.753727898770143E+01  0.133596302530474E+01
     0.315999999999998E+01  0.128290312419699E+00  0.229883399577956E-01  0.755232289773411E+01  0.135330067383558E+01
     0.316999999999998E+01  0.127947742604395E+00  0.231788712234931E-01  0.756734170446932E+01  0.137089123498173E+01
     0.317999999999997E+01  0.127605008670214E+00  0.233713782412848E-01  0.758233053722405E+01  0.138873479013580E+01
     0.318999999999997E+01  0.127262160942680E+00  0.235658375418504E-01  0.759728452198377E+01  0.140683115450887E+01
     0.319999999999997E+01  0.126919249546679E+00  0.237622222054898E-01  0.761219880144425E+01  0.142517986860421E+01
     0.320999999999997E+01  0.126576324186151E+00  0.239605017497594E-01  0.762706855659737E+01  0.144378019089198E+01
     0.321999999999997E+01  0.126233433906852E+00  0.241606420278559E-01  0.764188902982887E+01  0.146263109187488E+01
     0.322999999999997E+01  0.125890626842242E+00  0.243626051396175E-01  0.765665554948215E+01  0.148173124974466E+01
     0.323999999999997E+01  0.125547949942766E+00  0.245663493570996E-01  0.767136355581572E+01  0.150107904783316E+01
     0.324999999999997E+01  0.125205448688989E+00  0.247718290667601E-01  0.768600862826003E+01  0.152067257406541E+01
     0.325999999999997E+01  0.124863166789267E+00  0.249789947303431E-01  0.770058651385333E+01  0.154050962262338E+01
     0.326999999999997E+01  0.124521145862833E+00  0.251877928665904E-01  0.771509315670954E+01  0.156058769802609E+01
     0.327999999999997E+01  0.124179425109532E+00  0.253981660559203E-01  0.772952472834010E+01  0.158090402182619E+01
     0.328999999999997E+01  0.123838040967565E+00  0.256100529701977E-01  0.774387765862823E+01  0.160145554211523E+01
     0.329999999999997E+01  0.123497026760992E+00  0.258233884296781E-01  0.775814866721896E+01  0.162223894601538E+01
     0.330999999999997E+01  0.123156412339014E+00  0.260381034891194E-01  0.777233479506172E+01  0.164325067531859E+01
     0.331999999999997E+01  0.122816223709276E+00  0.262541255549460E-01  0.778643343581572E+01  0.166448694541400E+01
     0.332999999999997E+01  0.122476482667838E+00  0.264713785351844E-01  0.780044236679640E+01  0.168594376761590E+01
     0.333999999999997E+01  0.122137206428639E+00  0.266897830236950E-01  0.781435977912202E+01  0.170761697497735E+01
     0.334999999999997E+01  0.121798407255665E+00  0.269092565199749E-01  0.782818430669169E+01  0.172950225163647E+01
     0.335999999999997E+01  0.121460092101183E+00  0.271297136855253E-01  0.784191505361250E+01  0.175159516570666E+01
     0.336999999999997E+01  0.121122262253725E+00  0.273510666374375E-01  0.785555161967517E+01  0.177389120567684E+01
     0.337999999999997E+01  0.120784912999670E+00  0.275732252794834E-01  0.786909412347022E+01  0.179638582024309E+01
     0.338999999999997E+01  0.120448033302448E+00  0.277960976705752E-01  0.788254322273241E+01  0.181907446144367E+01
     0.339999999999997E+01  0.120111605503512E+00  0.280195904300120E-01  0.789590013150280E+01  0.184195263091807E+01
     0.340999999999997E+01  0.119775605049263E+00  0.282436091784463E-01  0.790916663370988E+01  0.186501592906029E+01
     0.341999999999997E+01  0.119440000248207E+00  0.284680590129914E-01  0.792234509278213E+01  0.188826010678102E+01
     0.342999999999997E+01  0.119104752062431E+00  0.286928450143723E-01  0.793543845693540E+01  0.191168111954584E+01
     0.343999999999997E+01  0.118769813937488E+00  0.289178727834786E-01  0.794845025980321E+01  0.193527518330352E+01
     0.344999999999997E+01  0.118435131674512E+00  0.291430490041495E-01  0.796138461612047E+01  0.195903883187401E+01
     0.345999999999997E+01  0.118100643348099E+00  0.293682820284975E-01  0.797424621221666E+01  0.198296897532376E+01
     0.346999999999997E+01  0.117766279273205E+00  0.295934824805754E-01  0.798704029112373E+01  0.200706295881760E+01
     0.347999999999997E+01  0.117431962023795E+00  0.298185638737288E-01  0.799977263216682E+01  0.203131862140938E+01
     0.348999999999997E+01  0.117097606505555E+00  0.300434432365592E-01  0.801244952496429E+01  0.205573435420851E+01
     0.349999999999997E+01  0.116763120084380E+00  0.302680417420597E-01  0.802507773783250E+01  0.208030915734738E+01
     0.350999999999997E+01  0.116428402771723E+00  0.304922853342016E-01  0.803766448065968E+01  0.210504269516936E+01
     0.351999999999997E+01  0.116093347467243E+00  0.307161053460343E-01  0.805021736238303E+01  0.212993534906211E+01
     0.352999999999997E+01  0.115757840258453E+00  0.309394391032443E-01  0.806274434327283E+01  0.215498826737571E+01
     0.353999999999997E+01  0.115421760776365E+00  0.311622305070881E-01  0.807525368229547E+01  0.218020341188932E+01
     0.354999999999997E+01  0.115084982605350E+00  0.313844305906913E-01  0.808775387989123E+01  0.220558360032494E+01
     0.355999999999997E+01  0.114747373744723E+00  0.316059980428811E-01  0.810025361656243E+01  0.223113254444907E+01
     0.356999999999997E+01  0.114408797118808E+00  0.318268996939953E-01  0.811276168771969E+01  0.225685488335490E+01
     0.357999999999996E+01  0.114069111131598E+00  0.320471109584951E-01  0.812528693527902E+01  0.228275621157503E+01
     0.358999999999996E+01  0.113728170261432E+00  0.322666162296789E-01  0.813783817654066E+01  0.230884310174042E+01
     0.359999999999996E+01  0.113385825690600E+00  0.324854092223549E-01  0.815042413090518E+01  0.233512312156810E+01
     0.360999999999996E+01  0.113041925964254E+00  0.327034932599702E-01  0.816305334500018E+01  0.236160484503253E+01
     0.361999999999996E+01  0.112696317672622E+00  0.329208815033940E-01  0.817573411679794E+01  0.238829785764817E+01
     0.362999999999996E+01  0.112348846150229E+00  0.331375971193056E-01  0.818847441929828E+01  0.241521275586232E+01
     0.363999999999996E+01  0.111999356185600E+00  0.333536733869249E-01  0.820128182433839E+01  0.244236114062838E+01
     0.364999999999996E+01  0.111647692734870E+00  0.335691537426298E-01  0.821416342706635E+01  0.246975560529571E+01
     0.365999999999996E+01  0.111293701632730E+00  0.337840917628098E-01  0.822712577158119E+01  0.249740971801352E+01
     0.366999999999996E+01  0.110937230294272E+00  0.339985510861014E-01  0.824017477820361E+01  0.252533799890283E+01
     0.367999999999996E+01  0.110578128401566E+00  0.342126052769064E-01  0.825331567278943E+01  0.255355589229570E+01
     0.368999999999996E+01  0.110216248569063E+00  0.344263376328157E-01  0.826655291845013E+01  0.258207973438486E+01
     0.369999999999996E+01  0.109851446982461E+00  0.346398409392082E-01  0.827989014998088E+01  0.261092671665261E+01
     0.370999999999996E+01  0.109483584006063E+00  0.348532171748852E-01  0.829333011124093E+01  0.264011484547389E+01
     0.371999999999996E+01  0.109112524754295E+00  0.350665771730983E-01  0.830687459566804E+01  0.266966289829873E+01
     0.372999999999996E+01  0.108738139623653E+00  0.352800402427409E-01  0.832052439004582E+01  0.269959037682186E+01
     0.373999999999996E+01  0.108360304782010E+00  0.354937337548016E-01  0.833427922158543E+01  0.272991745754336E+01
     0.374999999999996E+01  0.107978902612900E+00  0.357077926993930E-01  0.834813770832339E+01  0.276066494010826E+01
     0.375999999999996E+01  0.107593822113070E+00  0.359223592188059E-01  0.836209731278589E+01  0.279185419379220E+01
     0.376999999999996E+01  0.107204959242304E+00  0.361375821220734E-01  0.837615429881959E+01  0.282350710247093E+01
     0.377999999999996E+01  0.106812217225167E+00  0.363536163864771E-01  0.839030369144652E+01  0.285564600837647E+01
