#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.598999999999991E+01  0.406952157922387E-01  0.150209869208452E+00  0.168029393021943E+01  0.620212294188529E+01
     0.599999999999991E+01  0.407679559404138E-01  0.151265315336622E+00  0.166106781662677E+01  0.616322161073771E+01
     0.600999999999991E+01  0.408690739183744E-01  0.152317438803776E+00  0.164324979196818E+01  0.612432765487501E+01
     0.601999999999991E+01  0.409986622189307E-01  0.153364879487020E+00  0.162682280740819E+01  0.608550304574790E+01
     0.602999999999991E+01  0.411567422566557E-01  0.154406254498003E+00  0.161176699007692E+01  0.604680765327219E+01
     0.603999999999991E+01  0.413432614787667E-01  0.155440162181358E+00  0.159805985237925E+01  0.600829914584567E+01
     0.604999999999991E+01  0.415580907094472E-01  0.156465186444165E+00  0.158567649973751E+01  0.597003290902292E+01
     0.605999999999991E+01  0.418010217651251E-01  0.157479901404107E+00  0.157458983530049E+01  0.593206198184156E+01
     0.606999999999991E+01  0.420717653781418E-01  0.158482876339602E+00  0.156477076032637E+01  0.589443700970703E+01
     0.607999999999991E+01  0.423699494654319E-01  0.159472680920672E+00  0.155618836911319E+01  0.585720621268431E+01
     0.608999999999991E+01  0.426951177775613E-01  0.160447890694776E+00  0.154881013751672E+01  0.582041536800365E+01
     0.609999999999991E+01  0.430467289615279E-01  0.161407092797319E+00  0.154260210425281E+01  0.578410780556636E+01
     0.610999999999991E+01  0.434241560682964E-01  0.162348891852127E+00  0.153752904433463E+01  0.574832441523096E+01
     0.611999999999991E+01  0.438266865328014E-01  0.163271916022972E+00  0.153355463413411E+01  0.571310366467211E+01
     0.612999999999991E+01  0.442535226505654E-01  0.164174823173300E+00  0.153064160769296E+01  0.567848162662543E+01
     0.613999999999991E+01  0.447037825706634E-01  0.165056307087786E+00  0.152875190402691E+01  0.564449201436687E+01
     0.614999999999991E+01  0.451765018200655E-01  0.165915103706218E+00  0.152784680528185E+01  0.561116622431712E+01
     0.615999999999991E+01  0.456706353689499E-01  0.166749997317712E+00  0.152788706569694E+01  0.557853338471278E+01
     0.616999999999991E+01  0.461850602409600E-01  0.167559826661338E+00  0.152883303142173E+01  0.554662040934101E+01
     0.617999999999991E+01  0.467185786662726E-01  0.168343490878034E+00  0.153064475131228E+01  0.551545205539547E+01
     0.618999999999991E+01  0.472699217690753E-01  0.169099955258236E+00  0.153328207889955E+01  0.548505098457332E+01
     0.619999999999991E+01  0.478377537745945E-01  0.169828256729992E+00  0.153670476578230E+01  0.545543782659956E+01
     0.620999999999990E+01  0.484206767144304E-01  0.170527509033513E+00  0.154087254674704E+01  0.542663124442847E+01
     0.621999999999990E+01  0.490172356025268E-01  0.171196907530136E+00  0.154574521695754E+01  0.539864800043902E+01
     0.622999999999990E+01  0.496259240480231E-01  0.171835733596512E+00  0.155128270159032E+01  0.537150302300455E+01
     0.623999999999990E+01  0.502451902654568E-01  0.172443358558483E+00  0.155744511831973E+01  0.534520947287983E+01
     0.624999999999990E+01  0.508734434373591E-01  0.173019247123549E+00  0.156419283307321E+01  0.531977880891064E+01
     0.625999999999990E+01  0.515090603796363E-01  0.173562960275897E+00  0.157148650949444E+01  0.529522085262737E+01
     0.626999999999990E+01  0.521503924558894E-01  0.174074157603735E+00  0.157928715255798E+01  0.527154385134229E+01
     0.627999999999990E+01  0.527957726835822E-01  0.174552599034857E+00  0.158755614678552E+01  0.524875453942070E+01
     0.628999999999990E+01  0.534435229723162E-01  0.174998145963066E+00  0.159625528951213E+01  0.522685819744814E+01
     0.629999999999990E+01  0.540919614329040E-01  0.175410761754968E+00  0.160534681964964E+01  0.520585870906072E+01
     0.630999999999990E+01  0.547394096950894E-01  0.175790511633784E+00  0.161479344238679E+01  0.518575861525082E+01
     0.631999999999990E+01  0.553842001719848E-01  0.176137561943898E+00  0.162455835025870E+01  0.516655916600037E+01
     0.632999999999990E+01  0.560246832103096E-01  0.176452178806925E+00  0.163460524100651E+01  0.514826036913208E+01
     0.633999999999990E+01  0.566592340675205E-01  0.176734726186828E+00  0.164489833263749E+01  0.513086103630380E+01
     0.634999999999990E+01  0.572862596596672E-01  0.176985663388064E+00  0.165540237608113E+01  0.511435882610384E+01
     0.635999999999990E+01  0.579042050273944E-01  0.177205542016694E+00  0.166608266582316E+01  0.509875028423472E+01
     0.636999999999990E+01  0.585115594717367E-01  0.177395002439822E+00  0.167690504888393E+01  0.508403088080070E+01
     0.637999999999990E+01  0.591068623162099E-01  0.177554769783443E+00  0.168783593249148E+01  0.507019504473950E+01
     0.638999999999990E+01  0.596887082570206E-01  0.177685649512867E+00  0.169884229078357E+01  0.505723619546248E+01
     0.639999999999990E+01  0.602557522689385E-01  0.177788522643158E+00  0.170989167085597E+01  0.504514677178853E+01
     0.640999999999990E+01  0.608067140403226E-01  0.177864340629496E+00  0.172095219845710E+01  0.503391825827775E+01
     0.641999999999990E+01  0.613403819169238E-01  0.177914119989088E+00  0.173199258361179E+01  0.502354120908891E+01
     0.642999999999990E+01  0.618556163402469E-01  0.177938936707118E+00  0.174298212644014E+01  0.501400526950165E+01
     0.643999999999990E+01  0.623513527722804E-01  0.177939920479354E+00  0.175389072341829E+01  0.500529919526098E+01
     0.644999999999990E+01  0.628266041043433E-01  0.177918248843377E+00  0.176468887431177E+01  0.499741086991579E+01
     0.645999999999990E+01  0.632804625533817E-01  0.177875141249109E+00  0.177534768999247E+01  0.499032732033681E+01
     0.646999999999990E+01  0.637121010543282E-01  0.177811853117367E+00  0.178583890133280E+01  0.498403473061255E+01
     0.647999999999990E+01  0.641207741619649E-01  0.177729669932646E+00  0.179613486935140E+01  0.497851845453386E+01
     0.648999999999990E+01  0.645058184801389E-01  0.177629901413418E+00  0.180620859676612E+01  0.497376302688754E+01
     0.649999999999990E+01  0.648666526399874E-01  0.177513875799818E+00  0.181603374108999E+01  0.496975217379105E+01
     0.650999999999990E+01  0.652027768521725E-01  0.177382934294932E+00  0.182558462938621E+01  0.496646882230849E+01
     0.651999999999990E+01  0.655137720608654E-01  0.177238425692010E+00  0.183483627477760E+01  0.496389510959686E+01
     0.652999999999990E+01  0.657992987294133E-01  0.177081701215841E+00  0.184376439478463E+01  0.496201239183888E+01
     0.653999999999990E+01  0.660590952892538E-01  0.176914109602449E+00  0.185234543154436E+01  0.496080125322491E+01
     0.654999999999990E+01  0.662929762847740E-01  0.176736992437119E+00  0.186055657394031E+01  0.496024151525153E+01
     0.655999999999990E+01  0.665008302473780E-01  0.176551679766720E+00  0.186837578164971E+01  0.496031224660870E+01
     0.656999999999990E+01  0.666826173321705E-01  0.176359485998372E+00  0.187578181109045E+01  0.496099177392980E+01
     0.657999999999990E+01  0.668383667503941E-01  0.176161706092731E+00  0.188275424322654E+01  0.496225769367952E+01
     0.658999999999990E+01  0.669681740300004E-01  0.175959612056661E+00  0.188927351316356E+01  0.496408688545486E+01
     0.659999999999990E+01  0.670721981357691E-01  0.175754449736727E+00  0.189532094144129E+01  0.496645552697137E+01
     0.660999999999990E+01  0.671506584790502E-01  0.175547435911968E+00  0.190087876690409E+01  0.496933911100249E+01
     0.661999999999990E+01  0.672038318455865E-01  0.175339755681669E+00  0.190593018100081E+01  0.497271246453407E+01
     0.662999999999990E+01  0.672320492682064E-01  0.175132560141421E+00  0.191045936334215E+01  0.497654977038583E+01
     0.663999999999990E+01  0.672356928691545E-01  0.174926964338669E+00  0.191445151831299E+01  0.498082459154194E+01
     0.664999999999990E+01  0.672151926948565E-01  0.174724045497107E+00  0.191789291251167E+01  0.498550989841780E+01
     0.665999999999990E+01  0.671710235638225E-01  0.174524841497804E+00  0.192077091276217E+01  0.499057809927367E+01
     0.666999999999990E+01  0.671037019462170E-01  0.174330349603694E+00  0.192307402441715E+01  0.499600107396644E+01
     0.667999999999989E+01  0.670137828915212E-01  0.174141525413126E+00  0.192479192964674E+01  0.500175021120866E+01
     0.668999999999989E+01  0.669018570186005E-01  0.173959282027490E+00  0.192591552538288E+01  0.500779644947756E+01
     0.669999999999989E+01  0.667685475804251E-01  0.173784489417459E+00  0.192643696056798E+01  0.501411032168954E+01
     0.670999999999989E+01  0.666145076137150E-01  0.173617973972176E+00  0.192634967233581E+01  0.502066200372320E+01
     0.671999999999989E+01  0.664404171818854E-01  0.173460518215658E+00  0.192564842073596E+01  0.502742136684073E+01
     0.672999999999989E+01  0.662469807178536E-01  0.173312860674840E+00  0.192432932159721E+01  0.503435803401988E+01
     0.673999999999989E+01  0.660349244716503E-01  0.173175695883966E+00  0.192238987711586E+01  0.504144144016934E+01
     0.674999999999989E+01  0.658049940661315E-01  0.173049674510460E+00  0.191982900374491E+01  0.504864089615939E+01
     0.675999999999989E+01  0.655579521627415E-01  0.172935403587956E+00  0.191664705695866E+01  0.505592565655504E+01
     0.676999999999989E+01  0.652945762378934E-01  0.172833446842792E+00  0.191284585246607E+01  0.506326499089498E+01
     0.677999999999989E+01  0.650156564694154E-01  0.172744325100995E+00  0.190842868345346E+01  0.507062825831240E+01
     0.678999999999989E+01  0.647219937314177E-01  0.172668516763546E+00  0.190340033344649E+01  0.507798498524783E+01
     0.679999999999989E+01  0.644143976950262E-01  0.172606458338532E+00  0.189776708439788E+01  0.508530494595703E+01
     0.680999999999989E+01  0.640936850315936E-01  0.172558545019690E+00  0.189153671962763E+01  0.509255824547096E+01
     0.681999999999989E+01  0.637606777143235E-01  0.172525131301635E+00  0.188471852127018E+01  0.509971540462023E+01
     0.682999999999989E+01  0.634162014136378E-01  0.172506531623052E+00  0.187732326191415E+01  0.510674744669333E+01
     0.683999999999989E+01  0.630610839811393E-01  0.172503021029945E+00  0.186936319015823E+01  0.511362598525768E+01
     0.684999999999989E+01  0.626961540166145E-01  0.172514835851953E+00  0.186085200984916E+01  0.512032331263625E+01
     0.685999999999989E+01  0.623222395122331E-01  0.172542174385614E+00  0.185180485281507E+01  0.512681248849903E+01
     0.686999999999989E+01  0.619401665678577E-01  0.172585197579304E+00  0.184223824495937E+01  0.513306742800157E+01
     0.687999999999989E+01  0.615507581712903E-01  0.172644029715404E+00  0.183217006563695E+01  0.513906298887867E+01
     0.688999999999989E+01  0.611548330371021E-01  0.172718759086077E+00  0.182161950029167E+01  0.514477505688707E+01
     0.689999999999989E+01  0.607532044978399E-01  0.172809438659776E+00  0.181060698639908E+01  0.515018062897765E+01
     0.690999999999989E+01  0.603466794412690E-01  0.172916086736396E+00  0.179915415281807E+01  0.515525789357822E+01
     0.691999999999989E+01  0.599360572876256E-01  0.173038687589649E+00  0.178728375272452E+01  0.515998630736768E+01
     0.692999999999989E+01  0.595221290008058E-01  0.173177192095956E+00  0.177501959036020E+01  0.516434666793809E+01
     0.693999999999989E+01  0.591056761277962E-01  0.173331518349775E+00  0.176238644189847E+01  0.516832118175635E+01
     0.694999999999989E+01  0.586874698607831E-01  0.173501552265890E+00  0.174940997078804E+01  0.517189352686638E+01
     0.695999999999989E+01  0.582682701167242E-01  0.173687148169774E+00  0.173611663799677E+01  0.517504890980463E+01
     0.696999999999989E+01  0.578488246294658E-01  0.173888129377649E+00  0.172253360763377E+01  0.517777411624372E+01
     0.697999999999989E+01  0.574298680498451E-01  0.174104288768377E+00  0.170868864847871E+01  0.518005755492570E+01
     0.698999999999989E+01  0.570121210496261E-01  0.174335389349777E+00  0.169461003199434E+01  0.518188929449958E+01
     0.699999999999988E+01  0.565962894255162E-01  0.174581164822367E+00  0.168032642743770E+01  0.518326109293699E+01
     0.700999999999988E+01  0.561830631999357E-01  0.174841320143927E+00  0.166586679471792E+01  0.518416641926259E+01
     0.701999999999988E+01  0.557731157157657E-01  0.175115532098613E+00  0.165126027567672E+01  0.518460046740210E+01
     0.702999999999988E+01  0.553671027226491E-01  0.175403449874623E+00  0.163653608448182E+01  0.518456016202188E+01
     0.703999999999988E+01  0.549656614530825E-01  0.175704695654745E+00  0.162172339783722E+01  0.518404415630275E+01
     0.704999999999988E+01  0.545694096869831E-01  0.176018865224234E+00  0.160685124571369E+01  0.518305282166427E+01
     0.705999999999988E+01  0.541789448039693E-01  0.176345528600713E+00  0.159194840329657E+01  0.518158822952617E+01
     0.706999999999988E+01  0.537948428231871E-01  0.176684230690867E+00  0.157704328483369E+01  0.517965412526379E+01
     0.707999999999988E+01  0.534176574310911E-01  0.177034491978794E+00  0.156216384004385E+01  0.517725589458064E+01
     0.708999999999988E+01  0.530479189981380E-01  0.177395809250880E+00  0.154733745371584E+01  0.517440052258699E+01
     0.709999999999988E+01  0.526861335859907E-01  0.177767656362070E+00  0.153259084909155E+01  0.517109654593070E+01
     0.710999999999988E+01  0.523327819474003E-01  0.178149485048274E+00  0.151794999558440E+01  0.516735399838274E+01
     0.711999999999988E+01  0.519883185215408E-01  0.178540725789553E+00  0.150344002133537E+01  0.516318435032780E+01
     0.712999999999988E+01  0.516531704281633E-01  0.178940788728526E+00  0.148908513105618E+01  0.515860044265221E+01
     0.713999999999988E+01  0.513277364645099E-01  0.179349064648149E+00  0.147490852955339E+01  0.515361641555886E+01
     0.714999999999988E+01  0.510123861095092E-01  0.179764926012765E+00  0.146093235126642E+01  0.514824763286474E+01
     0.715999999999988E+01  0.507074585403283E-01  0.180187728075913E+00  0.144717759609316E+01  0.514251060236039E+01
     0.716999999999988E+01  0.504132616668408E-01  0.180616810057945E+00  0.143366407171288E+01  0.513642289282355E+01
     0.717999999999988E+01  0.501300711901352E-01  0.181051496396054E+00  0.142041034255591E+01  0.513000304828582E+01
     0.718999999999988E+01  0.498581296915631E-01  0.181491098068728E+00  0.140743368550678E+01  0.512327050015210E+01
     0.719999999999988E+01  0.495976457592944E-01  0.181934913996047E+00  0.139475005236923E+01  0.511624547776496E+01
     0.720999999999988E+01  0.493487931596761E-01  0.182382232516608E+00  0.138237403906353E+01  0.510894891799342E+01
     0.721999999999988E+01  0.491117100610186E-01  0.182832332941119E+00  0.137031886147371E+01  0.510140237440679E+01
     0.722999999999988E+01  0.488864983176126E-01  0.183284487181981E+00  0.135859633781011E+01  0.509362792657071E+01
     0.723999999999987E+01  0.486732228220492E-01  0.183737961457357E+00  0.134721687730939E+01  0.508564808997275E+01
     0.724999999999987E+01  0.484719109338800E-01  0.184192018067423E+00  0.133618947504945E+01  0.507748572705401E+01
     0.725999999999987E+01  0.482825519927671E-01  0.184645917239619E+00  0.132552171262266E+01  0.506916395978627E+01
     0.726999999999987E+01  0.481050969241166E-01  0.185098919038854E+00  0.131521976437711E+01  0.506070608419650E+01
     0.727999999999987E+01  0.479394579450635E-01  0.185550285337731E+00  0.130528840891058E+01  0.505213548720008E+01
     0.728999999999987E+01  0.477855083783800E-01  0.185999281840975E+00  0.129573104547944E+01  0.504347556606243E+01
     0.729999999999987E+01  0.476430825815156E-01  0.186445180157364E+00  0.128654971496878E+01  0.503474965076721E+01
     0.730999999999987E+01  0.475119759975313E-01  0.186887259911614E+00  0.127774512505908E+01  0.502598092952649E+01
     0.731999999999987E+01  0.473919453340786E-01  0.187324810887837E+00  0.126931667921681E+01  0.501719237762725E+01
     0.732999999999987E+01  0.472827088759775E-01  0.187757135195435E+00  0.126126250913589E+01  0.500840668976720E+01
     0.733999999999987E+01  0.471839469361224E-01  0.188183549447526E+00  0.125357951025719E+01  0.499964621599491E+01
     0.734999999999987E+01  0.470953024486439E-01  0.188603386941393E+00  0.124626338000018E+01  0.499093290133081E+01
     0.735999999999987E+01  0.470163817073083E-01  0.189015999829837E+00  0.123930865834957E+01  0.498228822911112E+01
     0.736999999999987E+01  0.469467552511267E-01  0.189420761271841E+00  0.123270877045207E+01  0.497373316806390E+01
     0.737999999999987E+01  0.468859588980730E-01  0.189817067550569E+00  0.122645607089342E+01  0.496528812309625E+01
     0.738999999999987E+01  0.468334949266825E-01  0.190204340146432E+00  0.122054188934300E+01  0.495697288974475E+01
     0.739999999999987E+01  0.467888334041422E-01  0.190582027752832E+00  0.121495657727277E+01  0.494880661221585E+01
     0.740999999999987E+01  0.467514136582398E-01  0.190949608222115E+00  0.120968955547707E+01  0.494080774492301E+01
     0.741999999999987E+01  0.467206458893681E-01  0.191306590429400E+00  0.120472936214245E+01  0.493299401740729E+01
     0.742999999999987E+01  0.466959129175188E-01  0.191652516042151E+00  0.120006370123873E+01  0.492538240251368E+01
     0.743999999999987E+01  0.466765720580191E-01  0.191986961183746E+00  0.119567949102558E+01  0.491798908768177E+01
     0.744999999999987E+01  0.466619571185681E-01  0.192309537979777E+00  0.119156291249209E+01  0.491082944920042E+01
     0.745999999999987E+01  0.466513805090082E-01  0.192619895976442E+00  0.118769945756974E+01  0.490391802926785E+01
     0.746999999999987E+01  0.466441354541994E-01  0.192917723421153E+00  0.118407397698220E+01  0.489726851569439E+01
     0.747999999999987E+01  0.466394982993750E-01  0.193202748396346E+00  0.118067072761726E+01  0.489089372408248E+01
     0.748999999999987E+01  0.466367308964279E-01  0.193474739798462E+00  0.117747341932730E+01  0.488480558231844E+01
     0.749999999999986E+01  0.466350830588543E-01  0.193733508155143E+00  0.117446526108632E+01  0.487901511721222E+01
     0.750999999999986E+01  0.466337950723023E-01  0.193978906274858E+00  0.117162900644924E+01  0.487353244312529E+01
     0.751999999999986E+01  0.466321002472163E-01  0.194210829724405E+00  0.116894699827909E+01  0.486836675243222E+01
     0.752999999999986E+01  0.466292274995964E-01  0.194429217131043E+00  0.116640121272346E+01  0.486352630766796E+01
     0.753999999999986E+01  0.466244039456186E-01  0.194634050307307E+00  0.116397330243770E+01  0.485901843522249E+01
     0.754999999999986E+01  0.466168574957757E-01  0.194825354197967E+00  0.116164463906673E+01  0.485484952045201E+01
     0.755999999999986E+01  0.466058194341530E-01  0.195003196649905E+00  0.115939635500947E+01  0.485102500408817E+01
     0.756999999999986E+01  0.465905269686575E-01  0.195167688007070E+00  0.115720938450139E+01  0.484754937983757E+01
     0.757999999999986E+01  0.465702257383224E-01  0.195318980533970E+00  0.115506450406098E+01  0.484442619307545E+01
     0.758999999999986E+01  0.465441722642360E-01  0.195457267672454E+00  0.115294237235307E+01  0.484165804055098E+01
     0.759999999999986E+01  0.465116363312174E-01  0.195582783137745E+00  0.115082356952920E+01  0.483924657103423E+01
     0.760999999999986E+01  0.464719032881059E-01  0.195695799860802E+00  0.114868863611112E+01  0.483719248684859E+01
     0.761999999999986E+01  0.464242762552552E-01  0.195796628785186E+00  0.114651811148531E+01  0.483549554624602E+01
     0.762999999999986E+01  0.463680782288194E-01  0.195885617527502E+00  0.114429257208060E+01  0.483415456659630E+01
     0.763999999999986E+01  0.463026540723510E-01  0.195963148911363E+00  0.114199266930044E+01  0.483316742837511E+01
     0.764999999999986E+01  0.462273723873187E-01  0.196029639385521E+00  0.113959916728092E+01  0.483253107994952E+01
     0.765999999999986E+01  0.461416272552791E-01  0.196085537337409E+00  0.113709298054389E+01  0.483224154317259E+01
     0.766999999999986E+01  0.460448398455706E-01  0.196131321313817E+00  0.113445521161025E+01  0.483229391981190E+01
     0.767999999999986E+01  0.459364598836127E-01  0.196167498160732E+00  0.113166718863434E+01  0.483268239884943E+01
     0.768999999999986E+01  0.458159669760604E-01  0.196194601094622E+00  0.112871050311349E+01  0.483340026470186E+01
     0.769999999999986E+01  0.456828717902781E-01  0.196213187717476E+00  0.112556704771996E+01  0.483443990642204E+01
     0.770999999999986E+01  0.455367170867450E-01  0.196223837987915E+00  0.112221905429325E+01  0.483579282795262E+01
     0.771999999999986E+01  0.453770786041368E-01  0.196227152160474E+00  0.111864913202098E+01  0.483744965951272E+01
     0.772999999999986E+01  0.452035657979307E-01  0.196223748704958E+00  0.111484030582555E+01  0.483940017020701E+01
     0.773999999999985E+01  0.450158224344140E-01  0.196214262217309E+00  0.111077605496191E+01  0.484163328195431E+01
     0.774999999999985E+01  0.448135270429244E-01  0.196199341333040E+00  0.110644035181843E+01  0.484413708483919E+01
     0.775999999999985E+01  0.445963932300467E-01  0.196179646653675E+00  0.110181770089853E+01  0.484689885399532E+01
     0.776999999999985E+01  0.443641698603269E-01  0.196155848696063E+00  0.109689317794694E+01  0.484990506813280E+01
     0.777999999999985E+01  0.441166411087427E-01  0.196128625873726E+00  0.109165246916770E+01  0.485314142982413E+01
     0.778999999999985E+01  0.438536263908530E-01  0.196098662518650E+00  0.108608191046611E+01  0.485659288766429E+01
     0.779999999999985E+01  0.435749801770482E-01  0.196066646951223E+00  0.108016852662893E+01  0.486024366041889E+01
     0.780999999999985E+01  0.432805916978167E-01  0.196033269605149E+00  0.107390007034184E+01  0.486407726327202E+01
     0.781999999999985E+01  0.429703845472575E-01  0.195999221213407E+00  0.106726506092435E+01  0.486807653628045E+01
     0.782999999999985E+01  0.426443161923915E-01  0.195965191060497E+00  0.106025282264715E+01  0.487222367513424E+01
     0.783999999999985E+01  0.423023773959325E-01  0.195931865305367E+00  0.105285352247804E+01  0.487650026431572E+01
     0.784999999999985E+01  0.419445915603778E-01  0.195899925378670E+00  0.104505820708838E+01  0.488088731273691E+01
     0.785999999999985E+01  0.415710140011860E-01  0.195870046457142E+00  0.103685883893407E+01  0.488536529192479E+01
     0.786999999999985E+01  0.411817311568564E-01  0.195842896017218E+00  0.102824833121170E+01  0.488991417680710E+01
     0.787999999999985E+01  0.407768597435391E-01  0.195819132469207E+00  0.101922058147583E+01  0.489451348913595E+01
     0.788999999999985E+01  0.403565458616549E-01  0.195799403872707E+00  0.100977050369107E+01  0.489914234356745E+01
     0.789999999999985E+01  0.399209640617304E-01  0.195784346733299E+00  0.999894058481128E+00  0.490377949639498E+01
     0.790999999999985E+01  0.394703163764428E-01  0.195774584879923E+00  0.989588281329371E+00  0.490840339691127E+01
     0.791999999999985E+01  0.390048313254293E-01  0.195770728421857E+00  0.978851308476026E+00  0.491299224135101E+01
     0.792999999999985E+01  0.385247628991811E-01  0.195773372783661E+00  0.967682400255071E+00  0.491752402933935E+01
     0.793999999999985E+01  0.380303895278100E-01  0.195783097816064E+00  0.956081961608716E+00  0.492197662274623E+01
     0.794999999999985E+01  0.375220130401959E-01  0.195800466980319E+00  0.944051559520918E+00  0.492632780681772E+01
     0.795999999999985E+01  0.369999576184955E-01  0.195826026603273E+00  0.931593937112600E+00  0.493055535342740E+01
     0.796999999999985E+01  0.364645687525657E-01  0.195860305200071E+00  0.918713024148461E+00  0.493463708626301E+01
     0.797999999999984E+01  0.359162121984465E-01  0.195903812861177E+00  0.905413943715887E+00  0.493855094773298E+01
     0.798999999999984E+01  0.353552729445425E-01  0.195957040700232E+00  0.891703014848501E+00  0.494227506735058E+01
     0.799999999999984E+01  0.347821541886970E-01  0.196020460359095E+00  0.877587750883632E+00  0.494578783132457E+01
     0.800999999999985E+01  0.341972763289378E-01  0.196094523566328E+00  0.863076853363477E+00  0.494906795305865E+01
     0.801999999999985E+01  0.336010759702025E-01  0.196179661745322E+00  0.848180201312346E+00  0.495209454423707E+01
     0.802999999999984E+01  0.329940049489506E-01  0.196276285668244E+00  0.832908835749259E+00  0.495484718614997E+01
     0.803999999999984E+01  0.323765293770960E-01  0.196384785152003E+00  0.817274939323297E+00  0.495730600089162E+01
     0.804999999999984E+01  0.317491287064315E-01  0.196505528792473E+00  0.801291810994544E+00  0.495945172204566E+01
     0.805999999999984E+01  0.311122948141478E-01  0.196638863733297E+00  0.784973835713893E+00  0.496126576445774E+01
     0.806999999999984E+01  0.304665311099011E-01  0.196785115465702E+00  0.768336449097034E+00  0.496273029268276E+01
     0.807999999999984E+01  0.298123516643664E-01  0.196944587655897E+00  0.751396097122688E+00  0.496382828768779E+01
     0.808999999999984E+01  0.291502803590215E-01  0.197117561996755E+00  0.734170190928527E+00  0.496454361138712E+01
     0.809999999999984E+01  0.284808500565508E-01  0.197304298080694E+00  0.716677056818148E+00  0.496486106858734E+01
     0.810999999999984E+01  0.278046017910188E-01  0.197505033290820E+00  0.698935881634910E+00  0.496476646592511E+01
     0.811999999999984E+01  0.271220839767168E-01  0.197719982707648E+00  0.680966653700298E+00  0.496424666739073E+01
     0.812999999999984E+01  0.264338516343116E-01  0.197949339028910E+00  0.662790099554280E+00  0.496328964604526E+01
     0.813999999999984E+01  0.257404656328378E-01  0.198193272500201E+00  0.644427616777623E+00  0.496188453155738E+01
     0.814999999999984E+01  0.250424919457772E-01  0.198451930854463E+00  0.625901203211350E+00  0.496002165321129E+01
     0.815999999999984E+01  0.243405009193700E-01  0.198725439258561E+00  0.607233382925418E+00  0.495769257806378E+01
     0.816999999999984E+01  0.236350665512227E-01  0.199013900265440E+00  0.588447129322787E+00  0.495489014396158E+01
     0.817999999999984E+01  0.229267657770468E-01  0.199317393770672E+00  0.569565785791353E+00  0.495160848716537E+01
     0.818999999999984E+01  0.222161777634221E-01  0.199635976972398E+00  0.550612984345410E+00  0.494784306436661E+01
     0.819999999999984E+01  0.215038832042689E-01  0.199969684334006E+00  0.531612562715813E+00  0.494359066892483E+01
     0.820999999999984E+01  0.207904636188158E-01  0.200318527549125E+00  0.512588480368304E+00  0.493884944119737E+01
     0.821999999999984E+01  0.200765006487067E-01  0.200682495508800E+00  0.493564733938182E+00  0.493361887288021E+01
     0.822999999999984E+01  0.193625753519893E-01  0.201061554270987E+00  0.474565272578415E+00  0.492789980532461E+01
     0.823999999999984E+01  0.186492674916440E-01  0.201455647032791E+00  0.455613913717454E+00  0.492169442184353E+01
     0.824999999999984E+01  0.179371548165170E-01  0.201864694106101E+00  0.436734259722912E+00  0.491500623406778E+01
     0.825999999999984E+01  0.172268123323900E-01  0.202288592897616E+00  0.417949615953747E+00  0.490784006245994E+01
     0.826999999999984E+01  0.165188115611820E-01  0.202727217894441E+00  0.399282910673986E+00  0.490020201113911E+01
     0.827999999999984E+01  0.158137197862637E-01  0.203180420656750E+00  0.380756617279177E+00  0.489209943721298E+01
     0.828999999999984E+01  0.151120992820897E-01  0.203648029819223E+00  0.362392679266043E+00  0.488354091485522E+01
     0.829999999999984E+01  0.144145065264147E-01  0.204129851103242E+00  0.344212438346115E+00  0.487453619440367E+01
     0.830999999999984E+01  0.137214913936122E-01  0.204625667342042E+00  0.326236566075070E+00  0.486509615678982E+01
     0.831999999999984E+01  0.130335963277556E-01  0.205135238521230E+00  0.308484999333919E+00  0.485523276364063E+01
     0.832999999999984E+01  0.123513554943629E-01  0.205658301837347E+00  0.290976879961718E+00  0.484495900342014E+01
     0.833999999999984E+01  0.116752939099480E-01  0.206194571777263E+00  0.273730498800466E+00  0.483428883400075E+01
     0.834999999999984E+01  0.110059265487247E-01  0.206743740221458E+00  0.256763244370731E+00  0.482323712207150E+01
     0.835999999999984E+01  0.103437574261891E-01  0.207305476574364E+00  0.240091556357016E+00  0.481181957980325E+01
     0.836999999999984E+01  0.968927865949365E-02  0.207879427925080E+00  0.223730884037071E+00  0.480005269919951E+01
     0.837999999999984E+01  0.904296950491357E-02  0.208465219241937E+00  0.207695649748689E+00  0.478795368456469E+01
     0.838999999999984E+01  0.840529537302470E-02  0.209062453604454E+00  0.191999217445535E+00  0.477554038352063E+01
     0.839999999999984E+01  0.777670682254517E-02  0.209670712476303E+00  0.176653866352671E+00  0.476283121699781E+01
     0.840999999999984E+01  0.715763853419160E-02  0.210289556022975E+00  0.161670769694167E+00  0.474984510861707E+01
     0.841999999999984E+01  0.654850826625353E-02  0.210918523477835E+00  0.147059978427683E+00  0.473660141386594E+01
     0.842999999999984E+01  0.594971579400372E-02  0.211557133560217E+00  0.132830409886816E+00  0.472311984945646E+01
     0.843999999999984E+01  0.536164183545595E-02  0.212204884949216E+00  0.118989841199904E+00  0.470942042323197E+01
     0.844999999999984E+01  0.478464696640446E-02  0.212861256816687E+00  0.105544907325368E+00  0.469552336496865E+01
     0.845999999999984E+01  0.421907052807002E-02  0.213525709422871E+00  0.925011035172808E-01  0.468144905839271E+01
     0.846999999999984E+01  0.366522953114079E-02  0.214197684777885E+00  0.798627920134202E-01  0.466721797470842E+01
